"Pax6" "Mash1" "Zic1" "Brn2" "Tuj1" "Hes5" "Scl" "Olig2" "Stat3" "Aldh1L" "Myt1L" "Sox8"
"cell_115" 5.80894861375274 2.17350902119739 1.70177232218684 0.565856733177252 0.835883959218837 2.31188707776679 1.79287832324259 1.62748290679634 0.7198210871331 0.137410477482221 0.62793463453937 0.745900714469633
"cell_116" 5.81060459799515 2.18770326839552 1.71655551389665 0.568688699867013 0.858577361604771 2.32204579774546 1.78584238643119 1.61401399771683 0.723369710285476 0.133279880796999 0.62523385739507 0.74877018689879
"cell_117" 5.82690089878141 2.19513427763997 1.73191283428116 0.56561933239405 0.880745897102992 2.3253191432085 1.79265489288805 1.63363029202487 0.747514800467089 0.138156694379474 0.646767550711324 0.749523455116502
"cell_118" 5.8085934727595 2.19624216743939 1.74516295590705 0.575782606250353 0.896028053642635 2.30362547771529 1.79596866362109 1.64273404206418 0.762030078941113 0.144607571763442 0.661289982303959 0.756741658577482
"cell_119" 5.82922354726798 2.19009536072938 1.76021376896847 0.58092709456656 0.90940219908133 2.31758104280789 1.79161985541749 1.66022331884227 0.772389894913659 0.155175228672201 0.67007669361073 0.780784737525122
"cell_120" 5.82830654289183 2.18026102208744 1.76499285351599 0.60141866002762 0.932166260107035 2.3372187121684 1.80327093433729 1.65817619694828 0.789490343147788 0.151827868367524 0.670576761620623 0.793566294536964
"cell_121" 5.81191651462421 2.18240631933546 1.77299659105827 0.622535900608861 0.943296865692072 2.33861335734952 1.81857500745314 1.64990966137999 0.794861270213623 0.17273251791924 0.674496750398056 0.792955821612773
"cell_122" 5.80643497323164 2.16581607316798 1.78338684161145 0.622074354684186 0.960593569023207 2.3440210843883 1.83032496426442 1.6476700544488 0.803234753491656 0.170536129554514 0.684429207164853 0.809849228165443
"cell_123" 5.80802237163069 2.15391329942953 1.80066689706876 0.636918552623621 0.986636337228134 2.34684001291099 1.83636923938252 1.65604904901308 0.813107699347864 0.178887895219297 0.708028177223501 0.825667172451419
"cell_124" 5.81876346890794 2.16065880823719 1.81506612913428 0.639126766197979 1.01780177906117 2.3517674439059 1.83905006068496 1.64736411741079 0.842545239066258 0.171102334003412 0.705342866459698 0.841587448541577
"cell_125" 5.81271461689941 2.14917782937386 1.82075384704358 0.651379918366247 1.02942120127042 2.37209622250167 1.83234676207809 1.63341026950724 0.836971763107849 0.183782676264381 0.722272257129293 0.858734128761049
"cell_126" 5.78587383531196 2.1348616773456 1.83550354173002 0.658665504997829 1.04535216828828 2.37102279090715 1.82903746294067 1.63277384509678 0.846486413252498 0.184753358957215 0.74953141909397 0.872617180409207
